X,Result
-5.0,0.8729323941245255
-4.9,0.9386379763021525
-4.800000000000001,0.9854308888437802
-4.700000000000001,0.9996988766597317
-4.600000000000001,0.9735721642131712
-4.500000000000002,0.9029601232111802
-4.400000000000002,0.7858595095461002
-4.3000000000000025,0.620432628861772
-4.200000000000003,0.40292552601095744
-4.100000000000003,0.12479560801983268
-4.0000000000000036,-0.23172559303894597
-3.9000000000000035,-0.7017867256564433
-3.8000000000000034,-1.3545304239156037
-3.7000000000000033,-2.331568007141275
-3.600000000000003,-3.949936490089422
-3.500000000000003,-7.030613106414086
-3.400000000000003,-14.262952014508754
-3.300000000000003,-39.168373855958244
-3.200000000000003,-292.471235733129
-3.1000000000000028,-577.4065121935372
-3.0000000000000027,-49.1998961934631
-2.9000000000000026,-16.42558003533543
-2.8000000000000025,-7.823775421083938
-2.7000000000000024,-4.3293580206554845
-2.6000000000000023,-2.5457694165684837
-2.500000000000002,-1.4905507162895688
-2.400000000000002,-0.7960974710760612
-2.300000000000002,-0.3015014713372229
-2.200000000000002,0.0710233117691467
-2.100000000000002,0.3607386352285833
-2.0000000000000018,0.5876535823758668
-1.9000000000000017,0.7614849393793001
-1.8000000000000016,0.8865583579716068
-1.7000000000000015,0.9648839406179328
-1.6000000000000014,0.9982792662795705
-1.5000000000000013,0.9903794726640615
-1.4000000000000012,0.9482837043097804
-1.3000000000000012,0.8844943556060141
-1.200000000000001,0.8192016029779357
-1.100000000000001,0.7834771908698164
-1.0000000000000009,0.8242921685933738
-0.9000000000000009,1.0132256295495414
-0.8000000000000009,1.4632267010202737
-0.700000000000001,2.3632917370952278
-0.600000000000001,4.057415171423584
-0.500000000000001,7.245270277270308
-0.400000000000001,13.573113164175016
-0.30000000000000104,27.80812947675418
-0.20000000000000104,69.21679395706371
-0.10000000000000103,294.05892770755105
0.09999999999999898,-0.002755774583740903
0.19999999999999898,-0.0013463579251994256
0.299999999999999,-7.534338463692139E-4
0.399999999999999,-4.363939357731574E-4
0.499999999999999,-2.4972503207738427E-4
0.599999999999999,-1.356302006396781E-4
0.699999999999999,-6.612321756802094E-5
0.7999999999999989,-2.5880998157085326E-5
0.8999999999999989,-5.769883123684081E-6
1.099999999999999,-4.721611600515355E-6
1.199999999999999,-1.727733339306716E-5
1.2999999999999992,-3.5778433549315035E-5
1.3999999999999992,-5.884483542452848E-5
1.4999999999999993,-8.54514227919616E-5
1.5999999999999994,-1.1481911665426683E-4
1.6999999999999995,-1.4634951082914745E-4
1.7999999999999996,-1.7957742282261513E-4
1.8999999999999997,-2.141333130450574E-4
1.9999999999999998,-2.49725032077386E-4
2.0999999999999996,-2.861190355480808E-4
2.1999999999999997,-3.231234216274782E-4
2.3,-3.605842830167802E-4
2.4,-3.9837502951012044E-4
2.5,-4.363939357731531E-4
2.6,-4.745517685182105E-4
2.7,-5.127787773469647E-4
2.8000000000000003,-5.510178218225934E-4
2.9000000000000004,-5.892169675314608E-4
3.0000000000000004,-6.273365131112672E-4
3.1000000000000005,-6.653439705132633E-4
3.2000000000000006,-7.032085574561769E-4
3.3000000000000007,-7.409077122812704E-4
3.400000000000001,-7.784218463957294E-4
3.500000000000001,-8.157366758377927E-4
3.600000000000001,-8.528357671529169E-4
3.700000000000001,-8.897095445048996E-4
3.800000000000001,-9.263507559259772E-4
3.9000000000000012,-9.627496944271622E-4
4.000000000000001,-9.98901912414846E-4
4.1000000000000005,-0.001034804453941198
4.2,-0.0010704518534630151
4.3,-0.0011058428278445309
4.3999999999999995,-0.0011409759021895202
4.499999999999999,-0.0011758518322160798
4.599999999999999,-0.0012104677887192206
4.699999999999998,-0.0012448252478073577
4.799999999999998,-0.0012789262727992716
4.899999999999998,-0.0013127696850878938
4.999999999999997,-0.0013463579251994217
